ProductID;Weight;FatContent;ProductVisibility;ProductType;MRP;OutletID;EstablishmentYear;OutletSize;LocationType;OutletType;OutletSales
FDD17;7.5;Low Fat;0.032811503;Frozen Foods;2.396.906;OUT017;2007;;Tier 2;Supermarket Type1;26.145.966
FDI60;7.22;Regular;0.038477325;Baking Goods;62.951;OUT018;2009;Medium;Tier 3;Supermarket Type2;1.138.518
FDH31;12;Regular;0.020411155;Meat;986.042;OUT046;1997;Small;Tier 1;Supermarket Type1;10.912.462
FDL50;12.15;Regular;0.042552418;Canned;1.235.046;OUT017;2007;;Tier 2;Supermarket Type1;17.430.644
FDO21;11.6;Regular;0.009818244;Snack Foods;2.231.404;OUT017;2007;;Tier 2;Supermarket Type1;51.759.292
FDW12;8.315;Regular;0.035572183;Baking Goods;1.444.444;OUT046;1997;Small;Tier 1;Supermarket Type1;2.902.888
FDT15;12.15;Regular;0.04274788;Meat;183.695;OUT049;1999;Medium;Tier 1;Supermarket Type1;2929.52
FDV25;5.905;Low Fat;0.04572322;Canned;2.221.456;OUT049;1999;Medium;Tier 1;Supermarket Type1;57.471.856
DRH13;8.575;Low Fat;0.023934398;Soft Drinks;105.828;OUT045;2002;;Tier 2;Supermarket Type1;958.752
FDG21;17.35;Regular;0.146527359;Seafood;147.905;OUT049;1999;Medium;Tier 1;Supermarket Type1;2.247.075
NCI55;18.6;Low Fat;0.012651172;Household;1.231.414;OUT035;2004;Small;Tier 2;Supermarket Type1;23.149.866
NCO06;;Low Fat;0.107507291;Household;348.558;OUT027;1985;Medium;Tier 3;Supermarket Type3;4.414.254
FDR27;15.1;Regular;0.096295326;Meat;1.334.942;OUT045;2002;;Tier 2;Supermarket Type1;14.574.362
FDA22;;Low Fat;0;Starchy Foods;1.675.158;OUT027;1985;Medium;Tier 3;Supermarket Type3;43.450.108
FDS03;7.825;Low Fat;0.079613553;Meat;650.826;OUT035;2004;Small;Tier 2;Supermarket Type1;11.624.868
FDZ12;9.17;Low Fat;0.103398309;Baking Goods;143.947;OUT018;2009;Medium;Tier 3;Supermarket Type2;2.576.646
FDJ20;20.7;Regular;0.16767231;Fruits and Vegetables;1.242.388;OUT010;1998;;Tier 3;Grocery Store;2.476.776
FDV09;12.1;Low Fat;0.020551458;Snack Foods;1.466.734;OUT013;1987;High;Tier 3;Supermarket Type1;2.227.101
FDW09;13.65;Regular;0.025961116;Snack Foods;804.302;OUT049;1999;Medium;Tier 1;Supermarket Type1;3.169.208
FDS36;8.38;Regular;0.046960237;Baking Goods;111.857;OUT049;1999;Medium;Tier 1;Supermarket Type1;2.966.139
FDY19;19.75;Low Fat;0.041533438;Fruits and Vegetables;1.198.466;OUT018;2009;Medium;Tier 3;Supermarket Type2;22.390.854
DRC49;8.67;Low Fat;0.065436581;Soft Drinks;1.429.128;OUT046;1997;Small;Tier 1;Supermarket Type1;20.133.792
FDN12;15.6;Low Fat;0.08126841;Baking Goods;1.102.544;OUT045;2002;;Tier 2;Supermarket Type1;17.896.704
FDJ03;12.35;Regular;0.072689818;Dairy;487.692;OUT018;2009;Medium;Tier 3;Supermarket Type2;7.883.072
FDC46;17.7;Low Fat;0.116723677;Snack Foods;1.824.266;OUT049;1999;Medium;Tier 1;Supermarket Type1;51.639.448
FDM02;12.5;Regular;0.074035423;Canned;879.198;OUT018;2009;Medium;Tier 3;Supermarket Type2;11.338.574
FDV20;20.2;Regular;0.059751638;Fruits and Vegetables;1.291.678;OUT013;1987;High;Tier 3;Supermarket Type1;10.173.424
NCH07;13.15;Low Fat;0.092854963;Household;1.587.604;OUT045;2002;;Tier 2;Supermarket Type1;30.107.476
FDL28;;Regular;0;Frozen Foods;2.300.668;OUT019;1985;Small;Tier 1;Grocery Store;6.911.004
FDJ46;;Low Fat;0.044606379;Snack Foods;1.742.054;OUT027;1985;Medium;Tier 3;Supermarket Type3;4.377.635
FDQ34;10.85;Low Fat;0.162107603;Snack Foods;1.063.622;OUT013;1987;High;Tier 3;Supermarket Type1;2.117.244
NCD42;;Low Fat;0;Health and Hygiene;373.506;OUT027;1985;Medium;Tier 3;Supermarket Type3;10.246.662
FDO34;17.7;Low Fat;0.030060895;Snack Foods;1.664.816;OUT018;2009;Medium;Tier 3;Supermarket Type2;20.133.792
FDX60;14.35;Low Fat;0.081050006;Baking Goods;79.196;OUT017;2007;;Tier 2;Supermarket Type1;1.278.336
FDZ28;20;Regular;0.051783761;Frozen Foods;1.258.678;OUT017;2007;;Tier 2;Supermarket Type1;34.335.306
FDT36;12.3;Low Fat;0;Baking Goods;372.874;OUT013;1987;High;Tier 3;Supermarket Type1;705.748
FDL24;10.3;Regular;0.024998007;Baking Goods;1.744.422;OUT018;2009;Medium;Tier 3;Supermarket Type2;3.448.844
FDJ58;15.6;Regular;0.105208448;Snack Foods;1.705.764;OUT013;1987;High;Tier 3;Supermarket Type1;44.661.864
FDY12;9.8;Regular;0.14118383;Baking Goods;505.008;OUT018;2009;Medium;Tier 3;Supermarket Type2;253.004
FDP58;11.1;Low Fat;0.135692831;Snack Foods;2.200.482;OUT018;2009;Medium;Tier 3;Supermarket Type2;26.285.784
FDC41;;Low Fat;0.116347087;Frozen Foods;76.867;OUT027;1985;Medium;Tier 3;Supermarket Type3;2.526.711
FDY07;11.8;Low Fat;0.12150063;Fruits and Vegetables;468.402;OUT013;1987;High;Tier 3;Supermarket Type1;4.134.618
FDN08;7.72;Regular;0.088864488;Fruits and Vegetables;1.193.466;OUT017;2007;;Tier 2;Supermarket Type1;30.640.116
FDJ53;;Low Fat;0.070912843;Frozen Foods;1.215.098;OUT027;1985;Medium;Tier 3;Supermarket Type3;2.410.196
FDX04;19.6;Regular;0.041571557;Frozen Foods;499.376;OUT046;1997;Small;Tier 1;Supermarket Type1;6.231.888
FDZ19;6.425;Low Fat;0.093454899;Fruits and Vegetables;1.753.712;OUT046;1997;Small;Tier 1;Supermarket Type1;29.881.104
FDB45;20.85;Low Fat;0.021329793;Fruits and Vegetables;1.055.306;OUT046;1997;Small;Tier 1;Supermarket Type1;9.407.754
NCF54;18;Low Fat;0.079299474;Household;1.705.422;OUT010;1998;;Tier 3;Grocery Store;3.448.844
FDX21;7.05;Low Fat;0.085138334;Snack Foods;1.086.912;OUT045;2002;;Tier 2;Supermarket Type1;13.102.944
FDA50;16.25;Low Fat;0.087175137;Dairy;98.341;OUT046;1997;Small;Tier 1;Supermarket Type1;1.351.574
DRH39;20.7;Low Fat;0.093214498;Dairy;74.667;OUT017;2007;;Tier 2;Supermarket Type1;2.143.876
FDA38;5.44;Low Fat;0.025458716;Dairy;2.412.538;OUT013;1987;High;Tier 3;Supermarket Type1;31.245.994
NCP30;20.5;Low Fat;0.032741422;Household;404.822;OUT013;1987;High;Tier 3;Supermarket Type1;589.233
FDW19;12.35;Regular;0.038560279;Fruits and Vegetables;109.857;OUT049;1999;Medium;Tier 1;Supermarket Type1;1.208.427
FDF41;;Low Fat;0.130544568;Frozen Foods;248.046;OUT027;1985;Medium;Tier 3;Supermarket Type3;7.883.072
DRF23;4.61;Low Fat;0.122629121;Hard Drinks;1.754.396;OUT035;2004;Small;Tier 2;Supermarket Type1;2.616.594
NCP14;8.275;Low Fat;0.110913601;Household;1.063.306;OUT017;2007;;Tier 2;Supermarket Type1;12.543.672
FDK44;;Low Fat;0.121635591;Fruits and Vegetables;1.754.738;OUT027;1985;Medium;Tier 3;Supermarket Type3;29.541.546
DRA59;8.27;Regular;0.128449055;Soft Drinks;1.865.924;OUT018;2009;Medium;Tier 3;Supermarket Type2;44.422.176
FDC28;7.905;Low Fat;0.055098434;Frozen Foods;1.092.254;OUT045;2002;;Tier 2;Supermarket Type1;9.767.286
NCO53;16.2;Low Fat;0;Health and Hygiene;1.821.608;OUT049;1999;Medium;Tier 1;Supermarket Type1;31.239.336
FDY55;;LF;0;Fruits and Vegetables;2.583.988;OUT019;1985;Small;Tier 1;Grocery Store;2.569.988
NCS54;13.6;Low Fat;0.010013429;Household;176.437;OUT045;2002;;Tier 2;Supermarket Type1;4.587.362
NCM07;9.395;Low Fat;0.040187877;Others;856.908;OUT017;2007;;Tier 2;Supermarket Type1;15.939.252
FDQ19;7.35;reg;0.024044279;Fruits and Vegetables;2.410.512;OUT010;1998;;Tier 3;Grocery Store;2.423.512
FDS40;15.35;Low Fat;0.014007727;Frozen Foods;38.319;OUT013;1987;High;Tier 3;Supermarket Type1;292.952
FDC14;14.5;Regular;0.041214746;Canned;420.454;OUT013;1987;High;Tier 3;Supermarket Type1;629.181
FDR12;12.6;Regular;0.031663212;Baking Goods;1.732.764;OUT018;2009;Medium;Tier 3;Supermarket Type2;10.306.584
FDM60;10.8;Regular;0;Baking Goods;393.138;OUT013;1987;High;Tier 3;Supermarket Type1;1.015.345
FDG26;18.85;Low Fat;0.042716162;Canned;257.833;OUT049;1999;Medium;Tier 1;Supermarket Type1;3.332.329
NCL55;12.15;Low Fat;0.06479182;Others;254.004;OUT045;2002;;Tier 2;Supermarket Type1;2.277.036
FDO21;11.6;Regular;0.009761175;Snack Foods;2.269.404;OUT035;2004;Small;Tier 2;Supermarket Type1;18.003.232
NCG18;15.3;Low Fat;0.02295878;Household;1.016.332;OUT013;1987;High;Tier 3;Supermarket Type1;18.455.976
FDA27;20.35;Regular;0.030927632;Dairy;2.568.672;OUT046;1997;Small;Tier 1;Supermarket Type1;35.793.408
DRG03;14.5;Low Fat;0.103752817;Dairy;1.551.998;OUT010;1998;;Tier 3;Grocery Store;3.075.996
FDC22;6.89;Regular;0.136428395;Snack Foods;193.982;OUT046;1997;Small;Tier 1;Supermarket Type1;1.737.738
FDC21;14.6;Regular;0.071904258;Fruits and Vegetables;1.068.254;OUT010;1998;;Tier 3;Grocery Store;1.085.254
FDN50;16.85;reg;0.026627857;Canned;93.712;OUT018;2009;Medium;Tier 3;Supermarket Type2;745.696
DRF27;8.93;Low Fat;0.028393624;Dairy;153.434;OUT013;1987;High;Tier 3;Supermarket Type1;1.378.206
FDW57;8.31;Regular;0.116331694;Snack Foods;1.769.028;OUT017;2007;;Tier 2;Supermarket Type1;30.107.476
FDM34;19;Low Fat;0.112893408;Snack Foods;1.310.626;OUT010;1998;;Tier 3;Grocery Store;5.246.504
FDZ39;;Regular;0.017937483;Meat;103.499;OUT027;1985;Medium;Tier 3;Supermarket Type3;1.547.985
FDU28;;Regular;0.164438907;Frozen Foods;1.884.214;OUT019;1985;Small;Tier 1;Grocery Store;3.768.428
FDQ27;5.19;Regular;0.044252621;Meat;102.599;OUT046;1997;Small;Tier 1;Supermarket Type1;1.651.184
FDQ52;17;Low Fat;0.120060274;Frozen Foods;2.465.434;OUT017;2007;;Tier 2;Supermarket Type1;44.701.812
FDT51;11.65;Regular;0.010909704;Meat;1.108.544;OUT013;1987;High;Tier 3;Supermarket Type1;1.677.816
NCI30;20.25;Low Fat;0.059055045;Household;247.346;OUT045;2002;;Tier 2;Supermarket Type1;1.970.768
NCX29;10;Low Fat;0.149223055;Health and Hygiene;1.458.102;OUT010;1998;;Tier 3;Grocery Store;8.748.612
FDX38;;Regular;0.084404264;Dairy;495.376;OUT019;1985;Small;Tier 1;Grocery Store;1.438.128
FDO08;11.1;Regular;0.054079556;Fruits and Vegetables;1.659.526;OUT017;2007;;Tier 2;Supermarket Type1;26.312.416
FDM15;11.8;reg;0.057655493;Meat;1.526.366;OUT018;2009;Medium;Tier 3;Supermarket Type2;16.625.026
FDW22;9.695;Regular;0.030413777;Snack Foods;2.213.114;OUT018;2009;Medium;Tier 3;Supermarket Type2;2.217.114
FDT08;13.65;Low Fat;0.049496899;Fruits and Vegetables;151.505;OUT017;2007;;Tier 2;Supermarket Type1;2.846.295
FDS32;17.75;Regular;0.029653914;Fruits and Vegetables;1.405.838;OUT046;1997;Small;Tier 1;Supermarket Type1;26.691.922
NCI06;11.3;Low Fat;0.047912071;Household;179.866;OUT018;2009;Medium;Tier 3;Supermarket Type2;1.258.362
FDR21;;Low Fat;0.066611321;Snack Foods;178.237;OUT027;1985;Medium;Tier 3;Supermarket Type3;3.705.177
FDD05;19.35;Low Fat;0.016611475;Frozen Foods;1.220.098;OUT046;1997;Small;Tier 1;Supermarket Type1;26.512.156
FDZ02;6.905;Regular;0.03822479;Dairy;998.726;OUT045;2002;;Tier 2;Supermarket Type1;5.872.356
FDH47;13.5;Regular;0.129016487;Starchy Foods;984.068;OUT049;1999;Medium;Tier 1;Supermarket Type1;18.469.292
FDM58;16.85;Regular;0.080141165;Snack Foods;1.114.544;OUT017;2007;;Tier 2;Supermarket Type1;20.133.792
FDG09;20.6;Regular;0.0480335;Fruits and Vegetables;1.882.556;OUT045;2002;;Tier 2;Supermarket Type1;3.755.112
FDO27;6.175;Regular;0.179355893;Meat;941.752;OUT049;1999;Medium;Tier 1;Supermarket Type1;5.752.512
FDI41;18.5;Regular;0.062510529;Frozen Foods;1.468.418;OUT018;2009;Medium;Tier 3;Supermarket Type2;20.599.852
FDK34;13.35;Low Fat;0.038519399;Snack Foods;2.368.564;OUT035;2004;Small;Tier 2;Supermarket Type1;50.054.844
NCX54;;Low Fat;0.047827139;Household;1.053.622;OUT027;1985;Medium;Tier 3;Supermarket Type3;33.875.904
FDL14;8.115;Regular;0.032208865;Canned;1.549.972;OUT049;1999;Medium;Tier 1;Supermarket Type1;37.391.328
FDA13;15.85;Low Fat;0.078874948;Canned;374.506;OUT018;2009;Medium;Tier 3;Supermarket Type2;3.036.048
FDS11;;Regular;0.097275777;Breads;2.239.088;OUT019;1985;Small;Tier 1;Grocery Store;2.237.088
FDT43;16.35;Low Fat;0.020664178;Fruits and Vegetables;508.324;OUT017;2007;;Tier 2;Supermarket Type1;1298.31
FDR07;21.35;Low Fat;0.078060605;Fruits and Vegetables;960.094;OUT018;2009;Medium;Tier 3;Supermarket Type2;3.808.376
FDF41;12.15;Low Fat;0.131714183;Frozen Foods;245.846;OUT018;2009;Medium;Tier 3;Supermarket Type2;4.434.228
DRM23;16.6;Low Fat;0.135944247;Hard Drinks;1.720.422;OUT049;1999;Medium;Tier 1;Supermarket Type1;2.586.633
FDO52;11.6;Regular;0.077478931;Frozen Foods;1.703.106;OUT018;2009;Medium;Tier 3;Supermarket Type2;4.277.765
FDD10;20.6;Regular;0.046114018;Snack Foods;1.782.344;OUT045;2002;;Tier 2;Supermarket Type1;10.706.064
FDN38;;Regular;0.161030847;Canned;2.512.408;OUT019;1985;Small;Tier 1;Grocery Store;10.013.632
FDE17;20.1;Regular;0.054455495;Frozen Foods;1.495.366;OUT046;1997;Small;Tier 1;Supermarket Type1;28.715.954
FDZ03;13.65;Regular;0;Dairy;186.024;OUT018;2009;Medium;Tier 3;Supermarket Type2;4.287.752
FDD03;13.3;Low Fat;0.080257683;Dairy;232.63;OUT017;2007;;Tier 2;Supermarket Type1;1864.24
NCW18;;Low Fat;0.059037538;Household;2.377.248;OUT027;1985;Medium;Tier 3;Supermarket Type3;26.072.728
DRG36;;LF;0.094916347;Soft Drinks;1.723.106;OUT027;1985;Medium;Tier 3;Supermarket Type3;4.277.765
FDT43;16.35;Low Fat;0.034393057;Fruits and Vegetables;508.324;OUT010;1998;;Tier 3;Grocery Store;1.557.972
NCU17;5.32;Low Fat;0.093261677;Health and Hygiene;1.009.674;OUT018;2009;Medium;Tier 3;Supermarket Type2;12.224.088
FDH50;15;Regular;0.16143544;Canned;1.851.266;OUT046;1997;Small;Tier 1;Supermarket Type1;2.766.399
FDU57;8.27;Regular;0.089479661;Snack Foods;1.486.708;OUT013;1987;High;Tier 3;Supermarket Type1;21.065.912
FDA56;;Low Fat;0.008722342;Fruits and Vegetables;1.235.414;OUT027;1985;Medium;Tier 3;Supermarket Type3;45.081.318
FDZ15;13.1;Low Fat;0.020988798;Dairy;1.177.782;OUT017;2007;;Tier 2;Supermarket Type1;1.191.782
FDY51;12.5;Low Fat;0.081260969;Meat;2.217.798;OUT049;1999;Medium;Tier 1;Supermarket Type1;30.853.172
DRF03;19.1;Low Fat;0.045308131;Dairy;425.138;OUT046;1997;Small;Tier 1;Supermarket Type1;6.498.208
NCV06;11.3;Low Fat;0.06705851;Household;1.940.478;OUT017;2007;;Tier 2;Supermarket Type1;32.937.126
FDA21;13.65;Low Fat;0.035930784;Snack Foods;1.844.924;OUT013;1987;High;Tier 3;Supermarket Type1;90.695.276
NCQ53;;low fat;0.018813776;Health and Hygiene;235.259;OUT027;1985;Medium;Tier 3;Supermarket Type3;5.672.616
NCO29;;Low Fat;0.032099989;Health and Hygiene;1.641.526;OUT027;1985;Medium;Tier 3;Supermarket Type3;29.601.468
FDT26;18.85;Regular;0.06823032;Dairy;121.044;OUT018;2009;Medium;Tier 3;Supermarket Type2;1.557.972
FDI21;5.59;Regular;0.056592115;Snack Foods;650.168;OUT035;2004;Small;Tier 2;Supermarket Type1;4.474.176
NCI55;18.6;Low Fat;0.012643035;Household;1.198.414;OUT013;1987;High;Tier 3;Supermarket Type1;3.655.242
FDZ04;9.31;Low Fat;0.063529046;Frozen Foods;63.751;OUT010;1998;;Tier 3;Grocery Store;126.502
FDL27;6.17;Low Fat;0.010630949;Meat;659.826;OUT046;1997;Small;Tier 1;Supermarket Type1;11.624.868
FDS45;5.175;Regular;0.029490377;Snack Foods;1.076.622;OUT035;2004;Small;Tier 2;Supermarket Type1;28.582.794
NCG43;;Low Fat;0.129983688;Household;930.462;OUT019;1985;Small;Tier 1;Grocery Store;1.850.924
FDU28;19.2;Regular;0.094300933;Frozen Foods;1.875.214;OUT018;2009;Medium;Tier 3;Supermarket Type2;16.957.926
FDO20;12.85;Regular;0.152001201;Fruits and Vegetables;2.523.382;OUT013;1987;High;Tier 3;Supermarket Type1;60.561.168
NCG55;16.25;Low Fat;0.039113587;Household;1.160.176;OUT013;1987;High;Tier 3;Supermarket Type1;14.887.288
NCM42;6.13;Low Fat;0.02848169;Household;1.104.912;OUT017;2007;;Tier 2;Supermarket Type1;13.102.944
NCG07;12.3;Low Fat;0.05271592;Household;189.653;OUT018;2009;Medium;Tier 3;Supermarket Type2;569.259
NCQ29;;Low Fat;0.182493512;Health and Hygiene;2.588.278;OUT019;1985;Small;Tier 1;Grocery Store;10.413.112
NCV05;10.1;Low Fat;0.050562853;Health and Hygiene;1.533.656;OUT010;1998;;Tier 3;Grocery Store;4.633.968
NCO02;11.15;Low Fat;0.07366703;Others;662.142;OUT018;2009;Medium;Tier 3;Supermarket Type2;1.318.284
FDH19;19.35;Low Fat;0.03322326;Meat;1.720.738;OUT018;2009;Medium;Tier 3;Supermarket Type2;33.017.022
DRG13;17.25;Low Fat;0.037396492;Soft Drinks;1.656.526;OUT017;2007;;Tier 2;Supermarket Type1;18.089.786
FDI57;19.85;Low Fat;0.054015429;Seafood;1.963.768;OUT035;2004;Small;Tier 2;Supermarket Type1;41.386.128
FDX51;9.5;Regular;0.02210346;Meat;1.947.452;OUT045;2002;;Tier 2;Supermarket Type1;13.702.164
FDW33;9.395;Low Fat;0.099274694;Snack Foods;104.528;OUT049;1999;Medium;Tier 1;Supermarket Type1;852.224
DRE12;4.59;Low Fat;0.070721656;Soft Drinks;113.286;OUT013;1987;High;Tier 3;Supermarket Type1;1.471.418
FDY31;5.98;Low Fat;0.043554614;Fruits and Vegetables;1.482.418;OUT035;2004;Small;Tier 2;Supermarket Type1;23.542.688
FDR31;6.46;Regular;0.04923932;Fruits and Vegetables;1.444.102;OUT049;1999;Medium;Tier 1;Supermarket Type1;4.374.306
FDS55;7.02;Low Fat;0.08114883;Fruits and Vegetables;1.468.734;OUT035;2004;Small;Tier 2;Supermarket Type1;35.633.616
DRL60;8.52;Low Fat;0.027054244;Soft Drinks;1.515.682;OUT035;2004;Small;Tier 2;Supermarket Type1;35.067.686
FDW55;12.6;Regular;0.036773101;Fruits and Vegetables;2.503.092;OUT010;1998;;Tier 3;Grocery Store;2.490.092
FDT11;5.94;Regular;0.049163321;Breads;1.864.556;OUT010;1998;;Tier 3;Grocery Store;5.632.668
FDO50;16.25;Low Fat;0.078168739;Canned;913.804;OUT046;1997;Small;Tier 1;Supermarket Type1;16.538.472
FDD28;10.695;Low Fat;0.05337973;Frozen Foods;567.904;OUT049;1999;Medium;Tier 1;Supermarket Type1;11.132.176
FDN28;5.88;Regular;0.030418998;Frozen Foods;103.099;OUT017;2007;;Tier 2;Supermarket Type1;1.341.587
FDS35;9.3;LF;0.111673587;Breads;657.826;OUT018;2009;Medium;Tier 3;Supermarket Type2;968.739
FDB38;19.5;Regular;0.027341529;Canned;158.292;OUT035;2004;Small;Tier 2;Supermarket Type1;3994.8
FDT07;5.82;Regular;0.077634044;Fruits and Vegetables;256.433;OUT018;2009;Medium;Tier 3;Supermarket Type2;3.844.995
FDC53;8.68;Low Fat;0.008835694;Frozen Foods;965.384;OUT046;1997;Small;Tier 1;Supermarket Type1;11.824.608
NCT41;15.7;Low Fat;0.055990291;Health and Hygiene;1.532.024;OUT046;1997;Small;Tier 1;Supermarket Type1;3795.06
FDR40;;Regular;0.00799548;Frozen Foods;785.618;OUT027;1985;Medium;Tier 3;Supermarket Type3;22.557.304
FDH32;12.8;Low Fat;0.076369874;Fruits and Vegetables;97.241;OUT018;2009;Medium;Tier 3;Supermarket Type2;1.448.115
FDN60;15.1;Low Fat;0.095351065;Baking Goods;1.586.604;OUT045;2002;;Tier 2;Supermarket Type1;25.353.664
FDR33;7.31;Low Fat;0.026783871;Snack Foods;108.157;OUT035;2004;Small;Tier 2;Supermarket Type1;1098.57
FDB59;;Low Fat;0.01520491;Snack Foods;1.972.084;OUT027;1985;Medium;Tier 3;Supermarket Type3;41.665.764
FDS07;12.35;Low Fat;0.099757833;Fruits and Vegetables;1.139.518;OUT046;1997;Small;Tier 1;Supermarket Type1;9.108.144
FDD02;16.6;LF;0;Canned;1.173.124;OUT013;1987;High;Tier 3;Supermarket Type1;20.147.108
FDH05;14.35;Regular;0.090896452;Frozen Foods;2.312.984;OUT035;2004;Small;Tier 2;Supermarket Type1;60.241.584
FDR04;7.075;Low Fat;0.022602061;Frozen Foods;981.068;OUT049;1999;Medium;Tier 1;Supermarket Type1;1.458.102
DRJ47;18.25;Low Fat;0.044250304;Hard Drinks;174.708;OUT046;1997;Small;Tier 1;Supermarket Type1;2.423.512
FDW50;13.1;Low Fat;0.075885921;Dairy;1.651.158;OUT018;2009;Medium;Tier 3;Supermarket Type2;15.040.422
NCJ17;7.68;Low Fat;0.153177941;Health and Hygiene;852.224;OUT018;2009;Medium;Tier 3;Supermarket Type2;1.278.336
FDH60;19.7;Regular;0;Baking Goods;197.911;OUT045;2002;;Tier 2;Supermarket Type1;1.767.699
DRL60;8.52;Low Fat;0.027114238;Soft Drinks;1.519.682;OUT045;2002;;Tier 2;Supermarket Type1;16.771.502
FDS32;17.75;Regular;0.049634572;Fruits and Vegetables;1.402.838;OUT010;1998;;Tier 3;Grocery Store;2.809.676
FDM58;;reg;0;Snack Foods;1.122.544;OUT027;1985;Medium;Tier 3;Supermarket Type3;3.914.904
FDK10;5.785;Regular;0.040587146;Snack Foods;180.366;OUT017;2007;;Tier 2;Supermarket Type1;1.258.362
NCS30;5.945;LF;0.093008616;Household;1.278.652;OUT035;2004;Small;Tier 2;Supermarket Type1;21.958.084
FDY15;18.25;Regular;0.17179432;Dairy;154.663;OUT017;2007;;Tier 2;Supermarket Type1;2.659.871
FDC53;8.68;Low Fat;0.008828341;Frozen Foods;999.384;OUT013;1987;High;Tier 3;Supermarket Type1;6.897.688
FDK45;11.65;LF;0.033858187;Seafood;113.386;OUT046;1997;Small;Tier 1;Supermarket Type1;2.603.278
FDH26;19.25;reg;0.034841089;Canned;1.411.496;OUT018;2009;Medium;Tier 3;Supermarket Type2;2.822.992
NCW06;16.2;Low Fat;0.08425957;Household;1.923.162;OUT010;1998;;Tier 3;Grocery Store;7.696.648
FDV37;13;Regular;0.083444376;Canned;1.958.426;OUT013;1987;High;Tier 3;Supermarket Type1;41.525.946
FDB52;17.75;low fat;0.030497325;Dairy;2.569.672;OUT045;2002;;Tier 2;Supermarket Type1;15.340.032
FDF41;12.15;Low Fat;0.131179812;Frozen Foods;245.246;OUT046;1997;Small;Tier 1;Supermarket Type1;3.202.498
FDA39;6.32;Low Fat;0.012737719;Meat;385.822;OUT049;1999;Medium;Tier 1;Supermarket Type1;3.535.398
FDE56;17.25;Regular;0.159165324;Fruits and Vegetables;634.194;OUT035;2004;Small;Tier 2;Supermarket Type1;1.547.985
FDC56;7.72;Low Fat;0.122015744;Fruits and Vegetables;121.744;OUT018;2009;Medium;Tier 3;Supermarket Type2;2.277.036
FDT26;18.85;Regular;0.068091318;Dairy;120.644;OUT045;2002;;Tier 2;Supermarket Type1;3.475.476
FDR21;19.7;Low Fat;0.067314073;Snack Foods;175.137;OUT017;2007;;Tier 2;Supermarket Type1;2.822.992
FDC14;14.5;Regular;0.041249072;Canned;405.454;OUT046;1997;Small;Tier 1;Supermarket Type1;12.164.166
FDI32;17.7;Low Fat;0.174340475;Fruits and Vegetables;1.166.834;OUT035;2004;Small;Tier 2;Supermarket Type1;35.706.854
FDI02;15.7;Regular;0.11454343;Canned;1.137.202;OUT035;2004;Small;Tier 2;Supermarket Type1;32.630.858
FDE22;9.695;Low Fat;0.029693277;Snack Foods;159.792;OUT018;2009;Medium;Tier 3;Supermarket Type2;2.716.464
FDW26;11.8;Regular;0.107057186;Dairy;2.241.772;OUT046;1997;Small;Tier 1;Supermarket Type1;35.580.352
FDA36;;Low Fat;0.009921107;Baking Goods;1.836.924;OUT019;1985;Small;Tier 1;Grocery Store;5.552.772
NCS06;;Low Fat;0.031583053;Household;260.991;OUT027;1985;Medium;Tier 3;Supermarket Type3;7.100.757
NCX05;15.2;Low Fat;0.097043739;Health and Hygiene;1.168.492;OUT035;2004;Small;Tier 2;Supermarket Type1;26.645.316
FDU19;8.77;reg;0.046762633;Fruits and Vegetables;1.708.422;OUT035;2004;Small;Tier 2;Supermarket Type1;1.724.422
FDA49;19.7;Low Fat;0.064909488;Canned;885.198;OUT035;2004;Small;Tier 2;Supermarket Type1;1.308.297
NCZ42;10.5;LF;0.011305479;Household;2.355.248;OUT049;1999;Medium;Tier 1;Supermarket Type1;4.740.496
FDX32;15.1;Regular;0;Fruits and Vegetables;1.462.786;OUT010;1998;;Tier 3;Grocery Store;4.334.358
FDR01;5.405;Regular;0.053576661;Canned;2.005.742;OUT013;1987;High;Tier 3;Supermarket Type1;23.888.904
FDQ15;20.35;Regular;0.150947728;Meat;810.276;OUT013;1987;High;Tier 3;Supermarket Type1;18.682.348
FDQ14;;low fat;0.10818157;Dairy;149.605;OUT019;1985;Small;Tier 1;Grocery Store;449.415
FDS56;5.785;Regular;0.038749536;Fruits and Vegetables;2.620.252;OUT035;2004;Small;Tier 2;Supermarket Type1;44.595.284
DRJ24;11.8;Low Fat;0.113790879;Soft Drinks;1.853.924;OUT018;2009;Medium;Tier 3;Supermarket Type2;3.701.848
FDG52;;Low Fat;0.065313024;Frozen Foods;471.402;OUT027;1985;Medium;Tier 3;Supermarket Type3;15.160.266
FDF59;12.5;Low Fat;0;Starchy Foods;127.102;OUT017;2007;;Tier 2;Supermarket Type1;253.004
DRM49;6.11;Regular;0.152813518;Soft Drinks;456.086;OUT017;2007;;Tier 2;Supermarket Type1;10.259.978
NCP02;7.105;Low Fat;0.044771473;Household;582.562;OUT013;1987;High;Tier 3;Supermarket Type1;592.562
FDW13;8.5;Low Fat;0.098083231;Canned;503.324;OUT045;2002;;Tier 2;Supermarket Type1;6.751.212
FDV12;16.7;Regular;0.06121901;Baking Goods;1.000.384;OUT017;2007;;Tier 2;Supermarket Type1;1.970.768
FDH14;17.1;Regular;0.047073322;Canned;1.386.838;OUT017;2007;;Tier 2;Supermarket Type1;29.501.598
